    5100.000      -55389.1268
    5200.000      -55827.4285
    5300.000      -56027.1146
    5400.000      -56015.4441
    5500.000      -55918.1265
    5600.000      -56151.7259
    5700.000      -56007.0998
    5800.000      -55846.1683
    5900.000      -56179.3103
    6000.000      -55742.0073
    6100.000      -55730.6705
    6200.000      -55774.2665
    6300.000      -55866.6600
    6400.000      -55810.1151
    6500.000      -55973.8559
    6600.000      -55604.0868
    6700.000      -55939.7415
    6800.000      -55811.7507
    6900.000      -55712.6879
    7000.000      -55768.2398
    7100.000      -55662.5985
    7200.000      -55666.1799
    7300.000      -55910.9566
    7400.000      -56015.7650
    7500.000      -55771.8784
    7600.000      -56063.1892
    7700.000      -56079.0952
    7800.000      -55802.7725
    7900.000      -56099.7904
    8000.000      -56078.4421
    8100.000      -55950.7303
    8200.000      -55875.7913
    8300.000      -55778.2976
    8400.000      -55970.8785
    8500.000      -55918.9172
    8600.000      -56068.2968
    8700.000      -55774.8195
    8800.000      -56002.0933
    8900.000      -56003.3120
    9000.000      -55927.4543
    9100.000      -55870.8081
    9200.000      -56112.4296
    9300.000      -55559.1476
    9400.000      -55863.5341
    9500.000      -55788.7521
    9600.000      -55931.0419
    9700.000      -55823.5129
    9800.000      -55912.8806
    9900.000      -55967.4795
   10000.000      -56140.9245
   10100.000      -55681.1668
   10200.000      -55995.1724
   10300.000      -55890.6593
   10400.000      -55920.3238
   10500.000      -55800.1042
   10600.000      -55855.6566
   10700.000      -55802.5934
   10800.000      -55939.5909
   10900.000      -55798.5859
   11000.000      -55968.1726
   11100.000      -55913.7780
   11200.000      -55914.5325
   11300.000      -55808.8747
   11400.000      -55845.8520
   11500.000      -55981.0037
   11600.000      -55908.1902
   11700.000      -55955.9980
   11800.000      -55747.0654
   11900.000      -55856.0477
   12000.000      -55725.0623
   12100.000      -56106.6443
   12200.000      -55810.9437
   12300.000      -55800.6801
   12400.000      -55888.0339
   12500.000      -55899.7564
   12600.000      -55782.8500
   12700.000      -56211.7378
   12800.000      -56040.0730
   12900.000      -55939.3926
   13000.000      -55991.5624
   13100.000      -55614.9794
   13200.000      -56049.5659
   13300.000      -55940.5090
   13400.000      -55838.9734
   13500.000      -55846.0782
   13600.000      -55868.1990
   13700.000      -55936.6900
   13800.000      -56108.2455
   13900.000      -55716.4945
   14000.000      -55822.4922
   14100.000      -55851.1367
   14200.000      -56013.4926
   14300.000      -56102.1271
   14400.000      -55900.5957
   14500.000      -55977.7724
   14600.000      -55952.8125
   14700.000      -55729.5973
   14800.000      -55719.4735
   14900.000      -55835.3748
   15000.000      -55985.3971
   15100.000      -55921.9629
   15200.000      -55890.4961
   15300.000      -55815.4675
   15400.000      -55925.7588
   15500.000      -55909.0952
   15600.000      -55756.5320
   15700.000      -55933.8818
   15800.000      -55614.1935
   15900.000      -55886.6938
   16000.000      -56082.0878
   16100.000      -55909.8823
   16200.000      -55908.2501
   16300.000      -56131.8458
   16400.000      -55889.2745
   16500.000      -55870.3585
   16600.000      -55804.2130
   16700.000      -55641.3490
   16800.000      -55872.8005
   16900.000      -55830.4141
   17000.000      -55841.1329
   17100.000      -55643.4848
   17200.000      -55850.6409
   17300.000      -55755.6833
   17400.000      -55890.2588
   17500.000      -55913.9908
   17600.000      -56287.5329
   17700.000      -55812.4991
   17800.000      -55834.7749
   17900.000      -56135.2037
   18000.000      -55823.6553
   18100.000      -55994.6920
   18200.000      -55893.4637
   18300.000      -55959.3018
   18400.000      -55879.8250
   18500.000      -56354.3257
   18600.000      -55845.5580
   18700.000      -55785.7725
   18800.000      -55997.5821
   18900.000      -55979.0255
   19000.000      -55965.5844
   19100.000      -55838.3732
   19200.000      -55965.8603
   19300.000      -56159.5051
   19400.000      -56058.7480
   19500.000      -56127.8712
   19600.000      -56005.8408
   19700.000      -55821.2656
   19800.000      -55805.3411
   19900.000      -56037.5550
   20000.000      -55636.1212
   20100.000      -55940.6127
   20200.000      -56024.1394
   20300.000      -55703.5616
   20400.000      -56019.8735
   20500.000      -56026.6918
   20600.000      -55770.5958
   20700.000      -56132.7769
   20800.000      -55819.2559
   20900.000      -56024.1835
   21000.000      -56001.8491
   21100.000      -55861.3103
   21200.000      -55894.0773
   21300.000      -55887.7459
   21400.000      -55837.8784
   21500.000      -55947.8074
   21600.000      -55641.3189
   21700.000      -56004.6180
   21800.000      -55695.6189
   21900.000      -56048.4721
   22000.000      -56201.5093
   22100.000      -55901.4694
   22200.000      -55704.1262
   22300.000      -55700.1088
   22400.000      -55583.4209
   22500.000      -55744.7604
   22600.000      -55826.5882
   22700.000      -55968.1295
   22800.000      -55895.3760
   22900.000      -55815.1671
   23000.000      -55783.3978
   23100.000      -55745.7729
   23200.000      -56046.3122
   23300.000      -55731.4107
   23400.000      -55638.6404
   23500.000      -55701.2225
   23600.000      -55779.1724
   23700.000      -55828.8214
   23800.000      -55896.3961
   23900.000      -55830.6784
   24000.000      -55780.7410
   24100.000      -55695.2416
   24200.000      -56129.7229
   24300.000      -55998.3646
   24400.000      -55835.9525
   24500.000      -55897.0395
   24600.000      -55889.1642
   24700.000      -55797.7736
   24800.000      -55865.5652
   24900.000      -56103.3420
   25000.000      -55875.9210
   25100.000      -56174.0258
   25200.000      -56078.8982
   25300.000      -55690.3956
   25400.000      -55870.6837
   25500.000      -56057.1114
   25600.000      -55763.8377
   25700.000      -56115.2102
   25800.000      -56100.5930
   25900.000      -55737.3391
   26000.000      -55711.4438
   26100.000      -55980.9902
   26200.000      -55916.5346
   26300.000      -56095.9707
   26400.000      -55878.1955
   26500.000      -55877.6228
   26600.000      -55993.9503
   26700.000      -56003.9008
   26800.000      -55917.6312
   26900.000      -56033.4731
   27000.000      -55910.3749
   27100.000      -55970.1052
   27200.000      -56011.6147
   27300.000      -55904.4286
   27400.000      -55567.4849
   27500.000      -55993.0647
   27600.000      -55808.1978
   27700.000      -55953.4879
   27800.000      -55873.9518
   27900.000      -55838.3005
   28000.000      -55904.7527
   28100.000      -55953.9218
   28200.000      -56012.6688
   28300.000      -55730.4554
   28400.000      -55759.5401
   28500.000      -55900.1726
   28600.000      -56114.5003
   28700.000      -55786.7625
   28800.000      -55949.3845
   28900.000      -55733.8875
   29000.000      -55967.4655
   29100.000      -55850.9576
   29200.000      -55765.2620
   29300.000      -55646.2556
   29400.000      -55918.7031
   29500.000      -56124.5163
   29600.000      -55899.5654
   29700.000      -55560.6487
   29800.000      -55834.4371
   29900.000      -55741.6977
   30000.000      -55904.3825
   30100.000      -55655.7796
   30200.000      -55832.8317
   30300.000      -55961.6588
   30400.000      -56226.1356
   30500.000      -56045.6111
   30600.000      -55858.3472
   30700.000      -55588.1067
   30800.000      -56061.9589
   30900.000      -55662.9622
   31000.000      -55874.1984
   31100.000      -55818.6796
   31200.000      -55486.3692
   31300.000      -55707.6629
   31400.000      -55524.7650
   31500.000      -56015.5632
   31600.000      -55723.6514
   31700.000      -55868.6147
   31800.000      -55806.5346
   31900.000      -55983.0649
   32000.000      -55567.5709
   32100.000      -55699.8433
   32200.000      -55912.5710
   32300.000      -56002.3193
   32400.000      -55895.6996
   32500.000      -55843.6236
   32600.000      -55736.9623
   32700.000      -55858.5131
   32800.000      -55787.5938
   32900.000      -56108.4209
   33000.000      -56198.8297
   33100.000      -55695.0432
   33200.000      -56121.0845
   33300.000      -55625.2159
   33400.000      -55895.8415
   33500.000      -55746.4240
   33600.000      -56000.7990
   33700.000      -55561.2683
   33800.000      -55836.3257
   33900.000      -55824.3509
   34000.000      -55909.6775
   34100.000      -56078.9992
   34200.000      -55863.4656
   34300.000      -56207.1050
   34400.000      -55856.6477
   34500.000      -55963.6112
   34600.000      -55823.5834
   34700.000      -56137.5013
