Volumen
971.248
994.798
954.896
896.746
913.398
1020.36
1116.64
927.281
960.27
971.512
1145.99
1138.74
1056.55
1106.67
1033.16
1005.07
1045.76
1165.17
964.468
1022.74
1064.47
1053.58
1058.68
1054.07
1054.2
1104.35
926.706
921.977
1012.34
946.93
1096.52
997.894
1046.93
1049.61
950.76
1043.68
1081.54
1019.16
1094.12
1094.47
923.621
1051.6
1156.1
1159.3
1282.29
1022.6
1070.35
812.629
1050.73
963.765
934.261
940.113
1004.57
1093.07
1048.83
1304.31
1150.81
1158.8
1373.57
1251.72
1097.79
1059.26
1282.9
798.617
895.779
911.877
979.213
1052.45
962.619
1065.76
1064.28
1208.45
936.34
1097.39
1386.0
1491.25
1244.29
1143.87
1121.51
1347.83
1393.63
1256.45
1383.3
1308.05
1292.57
1371.15
1308.86
1243.13
1315.15
1286.9
1431.75
1164.74
1160.65
1024.15
1083.18
1065.22
1092.4
1155.77
1106.69
1186.69
1109.91
908.943
872.649
917.458
763.254
896.255
823.767
936.434
1126.64
1016.04
786.043
939.038
765.311
690.944
891.616
786.545
968.927
995.597
874.0
889.052
771.246
869.924
830.844
912.607
707.537
882.634
859.63
697.017
957.274
1062.81
1133.33
829.635
820.372
960.035
873.397
793.902
690.39
857.92
937.191
851.373
706.66
804.378
685.657
711.845
799.846
746.001
766.719
706.394
732.6
857.355
757.264
635.047
699.005
684.527
665.543
605.247
682.675
691.523
718.801
635.728
726.507
789.125
654.629
658.794
673.083
636.914
560.903
705.71
736.687
766.007
887.182
768.704
645.15
699.564
696.38
600.587
776.34
695.958
663.045
597.365
598.142
697.618
635.484
725.406
622.514
769.549
643.416
601.209
545.589
592.138
575.451
700.588
708.509
606.801
633.357
587.358
694.032
815.276
786.938
867.696
887.461
814.128
767.907
780.993
774.07
790.999
815.882
680.45
776.163
750.835
894.586
734.65
868.878
710.132
832.342
772.749
833.527
681.559
821.244
715.758
683.841
797.865
821.584
789.485
787.662
686.169
809.437
659.211
844.339
757.02
695.189
643.241
611.856
595.978
720.523
786.392
650.33
777.923
836.022
801.183
813.319
936.715
785.072
976.779
839.869
953.169
896.262
1035.16
908.421
891.813
703.225
671.007
664.017
713.939
702.214
660.36
573.045
783.66
831.793
934.698
901.813
864.292
774.057
840.433
890.688
814.537
846.834
912.609
821.783
652.648
760.72
635.994
654.022
679.011
824.132
677.04
667.014
609.1
832.427
901.916
770.652
556.616
745.866
706.414
702.799
625.244
638.945
585.694
620.792
869.268
681.268
706.45
821.342
723.792
734.634
1035.84
778.351
793.605
750.958
756.074
909.09
1017.46
903.212
861.962
815.515
732.461
820.382
724.541
636.774
740.176
727.489
608.766
908.721
772.376
832.873
818.749
714.563
916.299
730.614
829.529
873.807
787.064
741.468
834.15
766.007
781.783
953.479
1168.8
1004.82
1006.7
1071.06
962.994
1096.25
992.063
989.842
1219.09
1153.11
1144.39
1017.83
980.439
1079.84
912.435
893.349
1085.64
1007.6
1243.62
840.623
834.421
928.655
799.45
930.012
913.763
757.898
774.894
756.223
929.895
833.915
736.19
667.04
710.367
749.621
747.801
577.769
619.914
643.787
569.583
660.278
752.117
728.694
695.054
676.175
757.13
753.794
911.488
929.668
942.373
879.011
775.441
658.457
832.001
767.648
917.184
964.692
920.571
919.667
829.969
793.274
758.117
955.922
835.855
835.282
914.335
1033.55
942.828
919.817
843.206
912.217
810.05
794.235
816.595
965.331
975.753
818.345
1199.44
938.436
1033.11
975.667
1082.86
972.035
882.754
988.51
964.995
909.382
981.131
813.034
775.693
821.626
928.859
941.564
982.34
1002.86
903.021
801.888
799.89
987.243
957.471
898.768
998.436
951.916
1053.72
966.529
1024.33
950.54
925.074
780.282
884.712
901.584
981.478
937.126
872.717
883.873
879.596
703.6
718.972
651.894
630.555
740.511
749.231
794.621
764.581
807.225
620.429
547.69
623.137
685.416
671.758
849.357
637.457
711.102
632.135
682.414
853.53
654.319
554.731
602.943
767.947
569.472
696.323
722.404
656.344
691.784
653.541
631.503
704.198
573.705
633.815
669.005
738.563
669.027
861.938
822.252
639.75
685.76
718.392
728.974
943.03
890.813
830.766
934.531
720.405
762.85
878.95
860.148
943.446
1102.31
1020.8
1050.45
782.782
878.645
1088.8
901.918
1045.11
872.876
758.792
808.445
860.668
913.65
812.267
904.164
866.522
775.985
714.877
666.138
673.465
907.573
859.226
806.209
931.624
853.208
780.513
804.223
939.202
777.72
664.139
806.939
680.515
863.744
767.114
764.261
614.324
822.055
589.899
729.832
599.853
688.885
709.067
786.68
697.79
779.297
811.362
817.41
789.986
712.316
713.023
820.186
858.258
875.071
833.843
925.19
824.253
812.068
945.388
815.801
882.618
963.324
1034.33
866.694
980.464
923.128
896.484
1007.09
1078.2
1145.42
1006.25
950.599
864.575
846.97
770.855
718.847
737.393
702.286
853.242
756.069
798.36
576.574
677.603
766.655
747.747
810.722
839.045
874.415
915.796
833.061
741.199
777.386
785.008
731.873
830.709
894.162
773.456
814.868
836.744
721.235
833.134
833.203
972.609
984.503
1104.37
1108.54
1095.5
1161.67
940.288
1138.14
1155.18
1003.46
931.532
967.855
979.59
1106.21
1292.14
1220.49
955.227
912.562
889.395
956.48
1219.09
994.803
1051.96
923.066
1005.88
1164.28
1023.3
995.553
1004.72
954.393
1131.7
1044.95
1003.21
1045.63
1124.27
1039.14
899.775
1049.84
944.02
917.601
1186.51
971.837
892.334
1025.9
1111.54
1156.12
1061.0
1092.43
1259.8
1149.98
974.913
842.09
1160.91
1146.85
1160.39
893.751
840.318
1006.88
1026.22
1021.59
885.119
834.457
949.038
882.111
803.317
688.305
995.925
823.584
849.796
867.028
943.331
958.069
995.033
982.11
879.148
909.458
1082.86
814.938
1006.05
899.884
1039.67
1081.3
976.782
818.447
729.982
900.479
822.278
634.835
618.97
724.042
769.218
893.196
1034.47
998.405
908.37
1180.37
974.43
1104.4
1009.61
1018.69
1155.36
1134.4
1056.38
1152.16
1001.0
1042.6
1111.62
1061.65
980.161
1002.82
1032.94
1096.91
1126.33
1131.49
1013.97
1135.73
1203.43
1045.03
1018.1
983.968
1048.11
1166.35
1040.08
943.89
982.493
1035.2
901.116
715.643
810.478
617.43
585.303
666.31
614.703
698.213
682.022
809.016
682.538
706.055
645.478
653.668
712.017
656.64
576.103
591.436
554.096
696.637
556.86
633.131
561.251
582.182
411.036
607.454
653.475
614.216
663.618
599.89
618.845
635.168
747.272
648.281
711.907
698.285
688.528
814.339
760.513
649.544
683.157
649.773
650.345
819.986
741.724
790.449
623.373
670.917
773.797
878.428
963.162
925.983
825.983
798.657
925.55
807.416
698.617
734.743
912.527
877.184
788.509
815.322
997.109
955.966
870.783
794.668
987.413
811.171
875.515
834.765
781.121
917.218
800.757
819.259
926.228
871.902
898.634
780.528
939.681
814.998
848.823
894.143
983.255
1073.03
831.031
920.164
808.387
1054.15
1030.42
844.376
944.806
923.74
856.396
871.051
1054.31
847.954
991.642
895.455
773.008
761.777
801.864
859.309
699.189
733.238
847.692
768.851
689.205
871.562
814.302
709.535
831.103
732.137
938.694
736.472
849.813
874.372
931.652
783.713
983.338
848.686
949.433
791.533
905.619
878.756
733.285
1026.06
1029.53
848.537
726.714
821.486
1197.43
879.336
867.631
870.08
829.681
699.851
811.788
892.506
862.141
912.04
731.28
677.695
707.268
921.125
739.073
806.431
734.551
689.869
664.843
669.022
854.447
723.497
784.385
807.609
819.649
930.558
968.583
783.465
847.927
870.201
884.907
857.283
840.674
897.164
