vol1
1427.68
1437.53
1387.29
1356.81
1177.8
1342.22
1458.96
1274.66
1360.61
1476.9
1178.44
1065.61
1267.91
1437.32
1437.32
1076.75
1370.34
1664.65
1298.1
1371.26
1339.47
1361.61
1321.38
1321.38
1200.98
1377.77
1377.77
1377.77
1465.5
1118.9
1247.38
1206.11
1362.98
1181.97
1088.06
1206.38
1266.73
1468.41
1378.84
1390.86
1290.17
1290.17
1364.27
1318.55
1250.18
1194.12
1194.12
1337.49
1408.99
1284.74
1284.74
1311.04
1352.91
1588.47
1331.46
1516.67
1378.19
1292.95
1491.19
1255.8
1402.91
1736.91
1125.18
1237.34
1359.72
1367.54
1140.53
1119.66
1268.74
1268.74
1357.63
1258.33
1183.65
1280.13
1570.36
1356.51
1454.6
1411.66
1505.85
1674.45
1298.96
1093.67
1226.39
1226.39
1098.38
1436.92
1485.43
1586.58
1197.31
1034.79
1177.31
1350.29
1361.41
1367.08
1367.08
1419.5
1274.44
1490.81
1435.81
1380.52
1375.14
1401.96
1359.13
1456.49
1477.11
1477.11
1414.41
1414.41
1374.28
1367.21
1361.15
1315.84
1682.96
1594.84
1571.76
1486.93
1264.02
1261.78
1213.99
1162.08
1162.08
1092.17
1281.77
1243.42
1275.08
1274.14
1119.16
1148.61
1216.42
1313.52
1339.39
1421.48
1534.11
1534.11
1641.29
1534.1
1341.92
1341.92
1368.93
1149.77
1316.89
1192.74
1362.16
1298.76
1471.91
1297.24
1530.75
1507.69
1493.25
1412.36
1270.63
1688.87
1688.87
1463.98
1441.4
1667.44
1667.44
1214.37
1393.08
1150.21
1150.21
1635.05
1569.04
1292.0
1226.46
1322.77
1267.91
1238.47
1256.99
1298.1
1534.43
1358.41
1382.24
1247.38
1360.76
1279.16
1289.55
1403.12
1181.97
1106.95
1166.51
1456.1
1464.78
1468.41
1378.84
1290.17
1237.93
1267.69
1413.82
1308.54
1400.99
1130.11
1432.74
1301.61
1044.69
1255.5
1567.24
1684.89
1521.94
1326.86
1490.6
1576.69
1262.81
1503.45
1223.3
1220.82
1235.35
1295.82
1140.53
1268.74
1268.74
1357.63
1258.33
1215.57
1202.63
1209.4
1221.41
1570.36
1422.06
1467.15
1447.93
1507.25
1213.76
1226.25
1355.75
1087.23
