vol1
864.665
917.02
1037.32
825.809
1100.47
1051.92
1369.39
844.487
827.392
1028.66
941.498
808.669
967.199
868.921
801.95
796.456
749.807
854.03
989.762
892.607
1027.41
767.476
824.74
875.287
851.258
822.836
968.98
934.029
1175.69
775.94
791.425
767.862
753.428
803.678
866.919
1107.36
1083.35
903.781
827.146
827.146
845.452
914.756
1044.16
991.427
920.423
952.977
894.369
1057.44
1016.62
943.501
934.642
1002.39
859.234
1074.55
1039.13
1042.22
992.805
970.758
934.188
859.814
913.345
873.588
805.611
887.018
870.179
926.517
1023.06
1017.04
978.141
938.985
938.985
778.629
1037.32
866.115
959.89
941.498
841.563
826.314
751.794
863.82
753.431
997.011
749.097
895.811
820.456
1048.56
774.607
956.495
1021.1
1003.15
1148.95
986.98
1102.75
854.897
775.94
805.228
970.448
1006.06
753.916
801.087
954.486
827.146
899.344
1044.16
946.378
1054.57
1047.74
979.36
884.086
1048.06
1038.45
1019.54
783.36
832.558
794.569
873.799
933.202
859.766
956.791
960.294
1072.44
901.731
675.669
864.665
1060.6
973.299
829.684
876.637
954.078
816.729
967.199
1229.42
863.075
796.456
919.049
801.175
772.731
827.69
1042.1
898.641
1012.49
1138.36
862.662
895.491
1078.51
779.86
1035.89
822.836
1014.74
939.699
898.14
916.89
996.074
1011.83
938.792
877.165
1015.42
928.325
1003.81
1040.92
990.805
1102.13
1039.02
876.513
675.669
954.118
1047.02
815.426
822.115
667.752
773.787
1018.16
742.207
864.733
753.431
740.386
932.727
878.003
1112.5
1042.1
731.48
956.495
1021.1
1012.36
822.836
775.41
807.737
990.364
894.369
1002.97
1025.38
1015.42
877.937
980.167
705.727
970.22
887.018
859.766
907.862
921.0
992.97
961.503
934.831
917.02
768.283
751.794
865.13
782.823
840.812
876.637
867.792
939.963
878.003
1042.1
1021.1
965.141
822.836
753.428
1025.38
849.714
1015.42
949.826
985.033
1035.08
1035.08
1059.19
933.063
932.28
922.995
817.16
840.24
667.752
737.556
841.563
826.314
788.668
919.875
839.638
916.203
954.078
684.053
884.561
881.264
775.41
891.677
874.375
916.892
779.015
910.395
815.426
744.076
841.563
800.828
839.12
747.847
836.205
836.205
827.69
932.727
930.8
920.221
986.98
953.752
904.272
955.571
667.752
744.076
875.535
887.387
868.257
836.205
772.731
878.003
891.634
1056.65
1028.83
1042.06
1015.42
1079.51
755.547
879.685
721.696
913.891
776.363
707.317
757.492
757.492
829.689
909.365
1011.46
1015.42
904.272
892.683
892.683
796.017
919.785
873.206
853.169
818.057
1022.84
1028.83
1042.06
832.945
814.616
853.169
881.15
904.272
828.98
892.048
1111.6
1025.02
814.8
1369.39
1369.39
1023.32
938.744
938.744
938.744
868.013
699.344
788.659
847.237
908.953
1025.44
1025.44
1035.1
943.852
721.766
798.123
1048.56
896.914
972.226
956.495
989.762
989.762
1203.63
987.74
895.491
1027.41
858.511
809.346
837.541
902.927
791.425
791.425
866.873
753.916
1066.77
921.019
954.486
808.585
1044.16
860.397
824.895
818.028
896.79
874.375
874.375
1088.77
835.132
953.12
839.874
860.15
860.15
883.721
924.673
873.799
873.799
926.517
748.136
933.896
850.326
926.346
997.846
907.656
991.898
751.975
686.294
1005.87
1118.64
814.8
840.24
840.24
861.307
1087.46
815.426
955.571
878.748
818.045
989.057
814.14
829.684
978.312
1006.27
788.495
820.456
1020.88
1042.1
935.218
1139.66
944.559
1067.6
930.728
858.74
968.98
825.354
651.139
753.428
1022.03
1016.91
982.72
934.971
901.68
986.253
859.234
1002.75
839.874
946.0
1011.23
928.489
956.791
956.791
901.605
960.294
816.577
722.776
908.575
1074.09
931.847
641.725
686.294
711.903
1037.32
925.059
1003.45
916.03
1059.95
1038.47
1080.51
1079.54
878.748
755.547
736.662
841.563
1018.16
838.122
963.572
753.431
868.257
774.696
774.696
789.485
884.561
731.48
989.762
869.853
809.346
825.156
775.41
917.939
1094.3
990.364
1021.5
1080.27
814.224
1022.03
824.895
931.622
1042.96
945.13
839.874
928.325
1199.8
993.754
960.294
956.405
1052.1
938.244
740.568
630.758
864.665
946.513
825.067
929.578
1051.92
1369.39
750.833
959.672
916.311
736.662
852.037
849.182
849.182
715.559
916.203
782.823
782.823
819.054
869.118
950.82
950.357
